game_id,commence_time,home_team,away_team,kickoff_local,nfl_week_index,total_mu,total_sigma,league_total_ref,p_over_at_model,p_over_at_league,home_score,away_score,winner
2024_10_CIN_BAL,,BAL,CIN,,,49.6875,10.5,45.8235294117647,0.5,0.6435623385814064,35.0,34.0,home
2024_10_NYG_CAR,,CAR,NYG,,,46.0625,10.5,45.8235294117647,0.5,0.509078784933191,20.0,17.0,home
2024_10_NE_CHI,,CHI,NE,,,42.25,10.5,45.8235294117647,0.5,0.3668017040852649,3.0,19.0,away
2024_10_BUF_IND,,IND,BUF,,,43.5625,10.5,45.8235294117647,0.5,0.4147526295747399,20.0,30.0,away
2024_10_MIN_JAX,,JAX,MIN,,,49.625,10.5,45.8235294117647,0.5,0.6413407304470204,7.0,12.0,away
2024_10_DEN_KC,,KC,DEN,,,45.5625,10.5,45.8235294117647,0.5,0.49008333871335075,16.0,14.0,home
2024_10_ATL_NO,,NO,ATL,,,51.0625,10.5,45.8235294117647,0.5,0.6910925476896508,20.0,17.0,home
2024_10_SF_TB,,TB,SF,,,50.8625,10.5,45.8235294117647,0.5,0.6843514465334305,20.0,23.0,away
2024_10_PIT_WAS,,WAS,PIT,,,39.0625,10.5,45.8235294117647,0.5,0.2598176885973468,27.0,28.0,away
2024_10_TEN_LAC,,LAC,TEN,,,37.1875,10.5,45.8235294117647,0.5,0.20540216926614097,27.0,17.0,home
2024_10_NYJ_ARI,,ARI,NYJ,,,43.375,10.5,45.8235294117647,0.5,0.4078056629485942,31.0,6.0,home
2024_10_PHI_DAL,,DAL,PHI,,,48.66666666666667,10.5,45.8235294117647,0.5,0.6067179465655801,6.0,34.0,away
2024_10_DET_HOU,,HOU,DET,,,46.8125,10.5,45.8235294117647,0.5,0.5375199624410179,23.0,26.0,away
2024_10_MIA_LA,,LA,MIA,,,43.6875,10.5,45.8235294117647,0.5,0.4193989403478693,15.0,23.0,away
2024_11_WAS_PHI,,PHI,WAS,,,53.5,10.5,45.8235294117647,0.5,0.7676386532207239,26.0,18.0,home
2024_11_GB_CHI,,CHI,GB,,,44.075,10.5,45.8235294117647,0.5,0.43387127163374895,19.0,20.0,away
2024_11_JAX_DET,,DET,JAX,,,50.6875,10.5,45.8235294117647,0.5,0.6784021397955977,52.0,6.0,home
2024_11_LV_MIA,,MIA,LV,,,43.5,10.5,45.8235294117647,0.5,0.4124338958581779,34.0,19.0,home
2024_11_LA_NE,,NE,LA,,,47.4375,10.5,45.8235294117647,0.5,0.5610813854952109,22.0,28.0,away
2024_11_CLE_NO,,NO,CLE,,,41.7625,10.5,45.8235294117647,0.5,0.3494652041417866,35.0,14.0,home
2024_11_IND_NYJ,,NYJ,IND,,,37.75,10.5,45.8235294117647,0.5,0.22097409366851184,27.0,28.0,away
2024_11_BAL_PIT,,PIT,BAL,,,48.0625,10.5,45.8235294117647,0.5,0.5844282797343769,18.0,16.0,home
2024_11_MIN_TEN,,TEN,MIN,,,42.6875,10.5,45.8235294117647,0.5,0.3825961277253682,13.0,23.0,away
2024_11_ATL_DEN,,DEN,ATL,,,43.75,10.5,45.8235294117647,0.5,0.42172636000216746,38.0,6.0,home
2024_11_SEA_SF,,SF,SEA,,,46.9125,10.5,45.8235294117647,0.5,0.5413008437903957,17.0,20.0,away
2024_11_KC_BUF,,BUF,KC,,,46.6875,10.5,45.8235294117647,0.5,0.5327891291700195,30.0,21.0,home
2024_11_CIN_LAC,,LAC,CIN,,,42.3125,10.5,45.8235294117647,0.5,0.36904499869276197,34.0,27.0,home
2024_11_HOU_DAL,,DAL,HOU,,,49.1875,10.5,45.8235294117647,0.5,0.6256591569193685,10.0,34.0,away
2024_12_PIT_CLE,,CLE,PIT,,,40.725,10.5,45.8235294117647,0.5,0.3136345357276551,24.0,19.0,home
2024_12_KC_CAR,,CAR,KC,,,43.2,10.5,45.8235294117647,0.5,0.40134783046343747,27.0,30.0,away
2024_12_MIN_CHI,,CHI,MIN,,,42.33333333333333,10.5,45.8235294117647,0.5,0.36979376026251776,27.0,30.0,away
2024_12_TEN_HOU,,HOU,TEN,,,43.2875,10.5,45.8235294117647,0.5,0.4045734972709336,27.0,32.0,away
2024_12_DET_IND,,IND,DET,,,48.9375,10.5,45.8235294117647,0.5,0.616602067260192,6.0,24.0,away
2024_12_NE_MIA,,MIA,NE,,,40.9625,10.5,45.8235294117647,0.5,0.32169824618355647,34.0,15.0,home
2024_12_TB_NYG,,NYG,TB,,,43.925,10.5,45.8235294117647,0.5,0.42825744433533064,7.0,30.0,away
2024_12_DAL_WAS,,WAS,DAL,,,44.7875,10.5,45.8235294117647,0.5,0.46070035585665625,26.0,34.0,away
2024_12_DEN_LV,,LV,DEN,,,42.25,10.5,45.8235294117647,0.5,0.3668017040852649,19.0,29.0,away
2024_12_SF_GB,,GB,SF,,,45.075,10.5,45.8235294117647,0.5,0.471584067676327,38.0,10.0,home
2024_12_ARI_SEA,,SEA,ARI,,,48.29166666666667,10.5,45.8235294117647,0.5,0.5929191859918865,16.0,6.0,home
2024_12_PHI_LA,,LA,PHI,,,41.825,10.5,45.8235294117647,0.5,0.35167125658879617,20.0,37.0,away
2024_12_BAL_LAC,,LAC,BAL,,,46.925,10.5,45.8235294117647,0.5,0.5417731984629516,23.0,30.0,away
2024_13_CHI_DET,,DET,CHI,,,46.2,10.5,45.8235294117647,0.5,0.5143007487730669,23.0,20.0,home
2024_13_NYG_DAL,,DAL,NYG,,,47.9125,10.5,45.8235294117647,0.5,0.578848907232336,27.0,20.0,home
2024_13_MIA_GB,,GB,MIA,,,42.45833333333333,10.5,45.8235294117647,0.5,0.37429661134048153,30.0,17.0,home
2024_13_LV_KC,,KC,LV,,,45.4125,10.5,45.8235294117647,0.5,0.4843871294081902,19.0,17.0,home
2024_13_LAC_ATL,,ATL,LAC,,,44.375,10.5,45.8235294117647,0.5,0.4451379191514263,13.0,17.0,away
2024_13_PIT_CIN,,CIN,PIT,,,49.25,10.5,45.8235294117647,0.5,0.6279128549344116,38.0,44.0,away
