game_id,commence_time,home_team,away_team,kickoff_local,nfl_week_index,home_line_model,spread_mu,spread_sigma,p_home_cover_at_model,p_home_cover_at_zero,home_score,away_score,winner
2024_02_LAC_CAR,,CAR,LAC,,,-2.1,2.0803565505703525,13.5,0.6210352929658229,0.5612347471527661,3.0,26.0,away
2024_02_NO_DAL,,DAL,NO,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,19.0,44.0,away
2024_02_TB_DET,,DET,TB,,,-3.0,3.0,13.5,0.6716393567181148,0.5879295521290574,16.0,20.0,away
2024_02_IND_GB,,GB,IND,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,16.0,10.0,home
2024_02_CLE_JAX,,JAX,CLE,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,13.0,18.0,away
2024_02_SF_MIN,,MIN,SF,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,23.0,17.0,home
2024_02_SEA_NE,,NE,SEA,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,20.0,23.0,away
2024_02_NYJ_TEN,,TEN,NYJ,,,-3.0,3.0,13.5,0.6716393567181148,0.5879295521290574,17.0,24.0,away
2024_02_NYG_WAS,,WAS,NYG,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,21.0,18.0,home
2024_02_LA_ARI,,ARI,LA,,,-3.0,3.0,13.5,0.6716393567181148,0.5879295521290574,41.0,10.0,home
2024_02_PIT_DEN,,DEN,PIT,,,-1.9,1.909090909090909,13.5,0.6113457637172963,0.5562286083492249,6.0,13.0,away
2024_02_CIN_KC,,KC,CIN,,,-4.1,4.090909090909091,13.5,0.7277627455184945,0.6190666159058761,26.0,25.0,home
2024_02_CHI_HOU,,HOU,CHI,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,19.0,13.0,home
2024_02_ATL_PHI,,PHI,ATL,,,-4.1,4.090909090909091,13.5,0.7277627455184945,0.6190666159058761,21.0,22.0,away
2024_03_NE_NYJ,,NYJ,NE,,,-3.2,3.1760666253326852,13.5,0.6810112216830508,0.5929981580511472,24.0,3.0,home
2024_03_NYG_CLE,,CLE,NYG,,,-4.1,4.090909090909091,13.5,0.7277627455184945,0.6190666159058761,15.0,21.0,away
2024_03_CHI_IND,,IND,CHI,,,-1.9,1.909090909090909,13.5,0.6113457637172963,0.5562286083492249,21.0,16.0,home
2024_03_HOU_MIN,,MIN,HOU,,,-3.0,3.0,13.5,0.6716393567181148,0.5879295521290574,34.0,7.0,home
2024_03_PHI_NO,,NO,PHI,,,-4.3,4.297293248722524,13.5,0.7378190269338155,0.6248781410633437,12.0,15.0,away
2024_03_LAC_PIT,,PIT,LAC,,,-3.2,3.1663904642614726,13.5,0.6804990919762969,0.5927199965435745,20.0,10.0,home
2024_03_DEN_TB,,TB,DEN,,,-5.2,5.150948291900502,13.5,0.7772991488448013,0.6486030513010911,7.0,26.0,away
2024_03_GB_TEN,,TEN,GB,,,-1.9,1.913891892944151,13.5,0.6116183618104059,0.5563690684938742,14.0,30.0,away
2024_03_CAR_LV,,LV,CAR,,,-4.2,4.236180019688824,13.5,0.7348611720872967,0.6231601525700706,22.0,36.0,away
2024_03_MIA_SEA,,SEA,MIA,,,-4.3,4.2669757162417765,13.5,0.7363537868450394,0.6240261750243964,24.0,3.0,home
2024_03_DET_ARI,,ARI,DET,,,-3.2,3.1712656414794433,13.5,0.6807571633550512,0.5928601495730715,13.0,20.0,away
2024_03_BAL_DAL,,DAL,BAL,,,-4.1,4.086108107055849,13.5,0.727526550967528,0.6189311001237365,25.0,28.0,away
2024_03_SF_LA,,LA,SF,,,-2.1,2.07555556671711,13.5,0.6207646742951023,0.5610945426869607,27.0,24.0,home
2024_03_KC_ATL,,ATL,KC,,,-2.1,2.1409916155318487,13.5,0.6244479835153081,0.5630048227309896,17.0,22.0,away
2024_03_JAX_BUF,,BUF,JAX,,,-5.2,5.186619165671424,13.5,0.7788716535602889,0.6495826720347366,47.0,10.0,home
2024_03_WAS_CIN,,CIN,WAS,,,-1.9,1.9442094254248992,13.5,0.613338505367826,0.5572558901304235,33.0,38.0,away
2024_04_DAL_NYG,,NYG,DAL,,,-3.2,3.241370727909994,13.5,0.6844584982401849,0.5948742280265493,15.0,20.0,away
2024_04_NO_ATL,,ATL,NO,,,-2.0,1.9948544190673765,13.5,0.6162070037581994,0.5587366708502938,26.0,24.0,home
2024_04_CIN_CAR,,CAR,CIN,,,-4.3,4.262285688660421,13.5,0.7361267462399841,0.6238943244109106,24.0,34.0,away
2024_04_LA_CHI,,CHI,LA,,,-2.9,2.947799845944312,13.5,0.6688395566349191,0.586423949797059,24.0,18.0,home
2024_04_MIN_GB,,GB,MIN,,,-2.0,2.0496234477186426,13.5,0.6193019296425857,0.5603371077145538,29.0,31.0,away
2024_04_JAX_HOU,,HOU,JAX,,,-5.1,5.121786992348577,13.5,0.7760088888910027,0.647801467102431,24.0,20.0,home
2024_04_PIT_IND,,IND,PIT,,,-0.7,0.7181214566440882,13.5,0.5423628875468696,0.5212114044166901,27.0,24.0,home
2024_04_DEN_NYJ,,NYJ,DEN,,,-4.0,3.9960265974390947,13.5,0.7230760251021764,0.6163857116007914,9.0,10.0,away
2024_04_PHI_TB,,TB,PHI,,,-2.9,2.9352642981132866,13.5,0.6681657862667116,0.5860621984246588,33.0,16.0,home
2024_04_WAS_ARI,,ARI,WAS,,,-1.8,1.7676947413340878,13.5,0.603293291105803,0.5520887530927525,14.0,42.0,away
2024_04_NE_SF,,SF,NE,,,-3.0,2.978535356483495,13.5,0.6704892374183662,0.5873106055024699,30.0,13.0,home
2024_04_KC_LAC,,LAC,KC,,,-2.1,2.1136148539065784,13.5,0.622908339517984,0.5622057867197567,10.0,17.0,away
2024_04_CLE_LV,,LV,CLE,,,-3.2,3.162478940331402,13.5,0.6802919691150424,0.5926075383179967,20.0,16.0,home
2024_04_BUF_BAL,,BAL,BUF,,,-1.1,1.0796642353741845,13.5,0.5635398706559873,0.5318714814301976,35.0,10.0,home
2024_04_TEN_MIA,,MIA,TEN,,,-4.1,4.095322452519221,13.5,0.7279797803783907,0.6191911775213548,12.0,31.0,away
2024_04_SEA_DET,,DET,SEA,,,-1.9,1.944237373552749,13.5,0.6133400900559882,0.5572567075127036,42.0,29.0,home
2024_05_TB_ATL,,ATL,TB,,,-2.0,2.049365787212367,13.5,0.6192873872708147,0.5603295807576979,36.0,30.0,home
2024_05_NYJ_MIN,,MIN,NYJ,,,-5.2,5.18279094420769,13.5,0.7787031962551171,0.6494775860069694,23.0,17.0,home
2024_05_CAR_CHI,,CHI,CAR,,,-4.0,4.04102634945318,13.5,0.725303706965424,0.6176578827821766,36.0,10.0,home
2024_05_BAL_CIN,,CIN,BAL,,,-1.9,1.9195192522480902,13.5,0.6119378112117553,0.5565336965035501,38.0,41.0,away
2024_05_BUF_HOU,,HOU,BUF,,,-3.1,3.05152469979167,13.5,0.6743935079720786,0.5894144043528674,23.0,20.0,home
2024_05_IND_JAX,,JAX,IND,,,-1.2,1.1735955906913949,13.5,0.569014618441914,0.5346376183705096,37.0,34.0,home
2024_05_MIA_NE,,NE,MIA,,,-3.3,3.3373553289040125,13.5,0.6894962671610125,0.5976277293830042,10.0,15.0,away
2024_05_CLE_WAS,,WAS,CLE,,,-5.3,5.304473377449279,13.5,0.7840217020562997,0.6528121755366126,34.0,13.0,home
2024_05_LV_DEN,,DEN,LV,,,-3.3,3.327778281826266,13.5,0.6889951865823065,0.5973532085350418,34.0,18.0,home
2024_05_ARI_SF,,SF,ARI,,,-4.2,4.211346612425884,13.5,0.7336544212845543,0.6224613470315756,23.0,24.0,away
2024_05_GB_LA,,LA,GB,,,-2.1,2.1136869822416138,13.5,0.6229123985301718,0.5622078922391378,19.0,24.0,away
2024_05_NYG_SEA,,SEA,NYG,,,-5.1,5.093247600771275,13.5,0.7747420436144219,0.6470163415424097,20.0,29.0,away
2024_05_DAL_PIT,,PIT,DAL,,,-4.2,4.189891291551728,13.5,0.7326095914115492,0.6218572768942461,17.0,20.0,away
2024_05_NO_KC,,KC,NO,,,-5.2,5.161783030648145,13.5,0.7777774571489433,0.6489007079116579,26.0,13.0,home
2024_06_SF_SEA,,SEA,SF,,,-4.0,4.027513233313683,13.5,0.7246356787317636,0.6172759912262376,24.0,36.0,away
2024_06_JAX_CHI,,CHI,JAX,,,-4.8,4.791579755029517,13.5,0.7611056585430924,0.6386796703737395,35.0,16.0,home
2024_06_WAS_BAL,,BAL,WAS,,,-2.1,2.0960429880605758,13.5,0.6219190814930645,0.5616927888915147,30.0,23.0,home
2024_06_ARI_GB,,GB,ARI,,,-4.2,4.164739083857462,13.5,0.7313821037918107,0.6211487422844275,34.0,13.0,home
2024_06_HOU_NE,,NE,HOU,,,0.0,-0.04682961315431632,13.5,0.4972322721786996,0.49861612776334696,21.0,41.0,away
2024_06_TB_NO,,NO,TB,,,-2.2,2.1642563544589475,13.5,0.6257548162651367,0.5636836407466383,27.0,51.0,away
2024_06_CLE_PHI,,PHI,CLE,,,-4.5,4.51235639223298,13.5,0.7480918794998035,0.630904021541113,20.0,16.0,home
2024_06_IND_TEN,,TEN,IND,,,-2.6,2.5526029456532298,13.5,0.6473453934298192,0.5749856078460178,17.0,20.0,away
2024_06_LAC_DEN,,DEN,LAC,,,-3.7,3.7358469887245227,13.5,0.7100253620166475,0.609006054931309,16.0,23.0,away
2024_06_PIT_LV,,LV,PIT,,,-2.0,2.012951111946929,13.5,0.6172304551849427,0.5592655920116834,13.0,32.0,away
2024_06_ATL_CAR,,CAR,ATL,,,-1.1,1.1050467656776535,13.5,0.5650205263050999,0.5326191160866629,20.0,38.0,away
2024_06_DET_DAL,,DAL,DET,,,-2.7,2.6815844674781144,13.5,0.6544164698800206,0.5787262102067019,9.0,47.0,away
2024_06_CIN_NYG,,NYG,CIN,,,-4.2,4.222285412874759,13.5,0.7341863220010665,0.6227692115501399,7.0,17.0,away
2024_06_BUF_NYJ,,NYJ,BUF,,,-2.0,2.0495536820971787,13.5,0.6192979920840855,0.5603350696751368,20.0,23.0,away
2024_07_DEN_NO,,NO,DEN,,,-1.8,1.8445089346767127,13.5,0.6076735435577167,0.5543384840458054,10.0,33.0,away
2024_07_NE_JAX,,JAX,NE,,,-3.3,3.3090347872340895,13.5,0.688013494501944,0.5968157976439477,32.0,16.0,home
2024_07_SEA_ATL,,ATL,SEA,,,-4.3,4.293258554414367,13.5,0.7376242719503465,0.6247647954165246,14.0,34.0,away
2024_07_TEN_BUF,,BUF,TEN,,,-5.8,5.770347788404421,13.5,0.803687426319174,0.6654680738628144,34.0,10.0,home
2024_07_CIN_CLE,,CLE,CIN,,,-2.0,2.004713898485319,13.5,0.6167647037987195,0.5590248518748169,14.0,21.0,away
2024_07_HOU_GB,,GB,HOU,,,-2.0,1.9945579945197673,13.5,0.6161902328120921,0.5587280062259365,24.0,22.0,home
